雄安新区有哪些大学	1	17
0 5811.703125 360 209	https://c.m.163.com/news/a/ECGBE21705454J99.html	30000909	18
0 6026.703125 360 257	http://zhinan.sogou.com/guide/detail/?id=316513498571	30010103	19
0 6289.578125 360 284	http://zhinan.sogou.com/guide/detail/?id=316513733329	30010103	20

摩洛哥是哪个国家	1	19
0 102 360 378	https://m.yebaike.com/22/2049599.html	80020034	0
0 985 360 497	https://wapv.sogou.com/v?query=%E6%91%A9%E6%B4%9B%E5%93%A5%E6%98%AF%E5%93%AA%E4%B8%AA%E5%9B%BD%E5%AE%B6&p=40230600&tab=video&ie=utf8&rawQuery=%E6%91%A9%E6%B4%9B%E5%93%A5%E6%98%AF%E5%93%AA%E4%B8%AA%E5%9B%BD%E5%AE%B6&vrid=11000404	11000404	1
0 1488.1875 360 182	http://mp.weixin.qq.com/s?src=11&timestamp=1623761869&ver=3132&signature=maS*mT9CZircaUcvEAEJ1ALfQ9rmgVV5blTVRXuU5hUAhQ2Da6xVFMe07R6-44UEcSfat6U8ZF*ea3Pf9Zc*dXZKuKsKyd612lsz3EcAsMjewNTXBeipbHUjUwYjElAn&new=1	11002601	2
0 1890.1875 360 181	http://wenwen.sogou.com/z/q864233051.htm	30000201	3
0 2077.1875 360 182	https://zhinan.sogou.com/m/article/i5637997.htm	30000909	4
0 2265.1875 360 374	https://m.sogou.com/web/searchList.jsp?insite=zhihu.com&pid=sogou-waps-21a38ed2ee0c2c08&query=%E6%91%A9%E6%B4%9B%E5%93%A5%E6%98%AF%E5%93%AA%E4%B8%AA%E5%9B%BD%E5%AE%B6	30010244	5
0 2645.1875 360 249	https://wap.sogou.com/web/searchList.jsp?s_from=kmap_recommend&&rcer=RiEntuvq&kmap_rank=8&keyword=%E5%93%A5%E6%96%AF%E8%BE%BE%E9%BB%8E%E5%8A%A0&innerid=944a6eda98463e0553c27ea650396aff&entityid=75040&zlfrank=8&htprequery=%E6%91%A9%E6%B4%9B%E5%93%A5%E6%98%AF%E5%93%AA%E4%B8%AA%E5%9B%BD%E5%AE%B6	11003501	6
0 2899.5625 360 209	https://m.tianqi.com/news/253622.html	30000909	7
0 3114.5625 360 160	http://ma.mofcom.gov.cn/article/ddgk/201507/20150701038770.shtml	30000000	8
0 3280.5625 360 209	https://www.moroccochina.com/lvyou/639.html	30000909	9
0 3495.5625 360 256	https://m.sohu.com/a/351834600_120323319	30010302	10
0 3798.46875 360 187	https://www.lybang.cn/question/045b022e5282564329.html	30000000	11
0 3991.46875 360 160	http://cs.mfa.gov.cn/zggmcg/ljmdd/fz_648564/mlg_650861/gqjj_650869/t359841.shtml	30000909	12
0 4799.421875 360 160	https://www.jiangzi.com/mg/shenghuo/109928.html	30000000	13
0 4965.421875 360 160	https://mxuexi.zqnf.com/120308.html	30000000	14
0 5131.421875 360 230	https://m.sohu.com/a/304236998_120051426	30010302	15
0 5367.328125 360 257	https://m.sohu.com/a/303565735_477856	30010302	16
0 5630.234375 360 187	http://xiaoyaogongzi.com/gwlyzx/96620.html	30000000	17
0 5823.234375 360 160	http://www.fmprc.gov.cn/zflt/chn/zjfz/t825205.htm	30000000	18

47.28欧元等于多少美元	1	20
0 102 360 231	null	20010101	0
0 339 360 491	https://m.sogou.com/web/sl?channel=zhishi&pid=sogou-waps-2c6037040bf5058a&keyword=47.28%E6%AC%A7%E5%85%83%E7%AD%89%E4%BA%8E%E5%A4%9A%E5%B0%91%E7%BE%8E%E5%85%83	30010125	1
0 1050 360 209	http://huilv.gold600.com/eurusd/	30000909	2
0 1265 360 187	http://huilv.gold600.com/EURCNY.html	30000909	3
0 1458 360 209	https://www.investing.com/currencies/eur-usd	30000909	4
0 1673 360 165	http://www.zhijinwang.com/eur/	30000909	5
0 1844 360 211	https://www.zhihu.com/tardis/sogou/ans/751722458	30010173	6
0 2061 360 160	http://hl.anseo.cn/cal_EUR_To_USD.aspx	30000000	7
0 2227 360 187	http://www.cngold.org/fx/EURUSD.html	30000000	8
0 2420 360 187	http://www.cngold.org/fx/EURCNY.html	30000909	9
0 2653 360 187	https://www.usd-cny.com/eur-rmb.htm	30000000	10
0 2846 360 209	http://www.usd-cny.com/usd-rmb.htm	30000909	11
0 3061 360 160	https://www.gucheng.com/ask/201906/3736158.shtml	30000000	12
0 3441 360 159	https://zhidao.baidu.com/question/1372176716039321539	30000201	13
0 3606 360 203	https://zhidao.baidu.com/question/690124817564186204	30000201	14
0 3815 360 181	http://wenwen.sogou.com/z/q836162116.htm	30000201	15
0 4002 360 154	http://wenwen.sogou.com/z/q859226871.htm	30000201	16
0 4162 360 176	http://wenwen.sogou.com/z/q859946597.htm	30000201	17
0 4344 360 176	http://wenwen.sogou.com/z/q851793966.htm	30000201	18
0 4526 360 154	http://wenwen.sogou.com/z/q816925819.htm	30000201	19

瘸子粤语怎么说	1	18
0 102 360 447	https://m.sogou.com/web/sl?channel=zhishi&pid=sogou-waps-2c6037040bf5058a&keyword=%E7%98%B8%E5%AD%90%E7%B2%A4%E8%AF%AD%E6%80%8E%E4%B9%88%E8%AF%B4	30010125	0
0 555 360 187	http://ykyi.net/dict/index.php?char=%E8%B7%9B	30000000	1
0 748 360 372	https://m.sogou.com/web/searchList.jsp?keyword=%E7%98%B8%E5%AD%90%E7%B2%A4%E8%AF%AD%E6%80%8E%E4%B9%88%E8%AF%B4&insite=www.51test.net	30010187	2
0 1340 360 165	https://shyyp.net/w/%E8%B7%9B	30000000	3
0 1511 360 143	http://yueyv.com/dacidian/view/index63126.html	30000000	4
0 1660 360 211	https://www.zhihu.com/question/21550614	30010173	5
0 1877 360 187	http://dict.cn/kr/%E7%98%B8%E5%AD%90	30000000	6
0 2070 360 187	http://m.hujiang.com/ciku/128387_119195032/	30000000	7
0 2263 360 187	http://k.sina.cn/article_6270600613_m175c1c5a5001002id6.html?from=news&vt=4	30000000	8
0 2923.953125 360 182	https://m.qinxue365.com/xyzzx/Cantonese/494789.html	30000909	9
0 3111.953125 360 165	https://m.sohu.com/a/470777750_121085807	30000000	10
0 3496.953125 360 132	https://zhidao.baidu.com/question/266611651879963085	30000201	11
0 3634.953125 360 181	http://wapiknow.baidu.com/question/30561092	30000201	12
0 3821.953125 360 176	http://wenwen.sogou.com/z/q559378822.htm	30000201	13
0 4003.953125 360 176	http://wenwen.sogou.com/z/q909333543.htm	30000201	14
0 4185.953125 360 176	http://wenwen.sogou.com/z/q743904567.htm	30000201	15
0 4367.953125 360 132	http://wenwen.sogou.com/z/q796563244.htm	30000201	16
0 4505.953125 360 176	http://wenwen.sogou.com/z/q763979028.htm	30000201	17

statue是什么意思中文	1	19
0 158 360 344	javascript:void(0);	11013201	0
0 877.953125 360 187	http://dict.eudic.net/dicts/en/statue	30000909	1
0 1284.953125 360 187	http://m.dict.cn/STATUE	30000000	2
0 1477.953125 360 176	http://wenwen.sogou.com/z/q792718288.htm	30000201	3
0 1659.953125 360 187	http://m.hujiang.com/ciku/status/	30000000	4
0 1852.953125 360 187	https://dict.youdao.com/w/status/	30000000	5
0 2045.953125 360 187	https://m.dacidian.net/en/statue.html	30000000	6
0 2238.953125 360 187	https://m.dancihu.com/fazhong/s/statue122582.htm	30000000	7
0 2431.953125 360 187	https://danci.911cha.com/statue.html	30000000	8
0 2664.953125 360 187	http://dict.cn/de/statue	30000000	9
0 2857.953125 360 187	https://dict.youdao.com/w/statue/?tab=eng	30000000	10
0 3050.953125 360 187	http://dict.youdao.com/w/fr/statue/	30000000	11
0 3457.953125 360 187	http://danci.hxen.com/ss/statue.html	30000000	12
0 3650.953125 360 187	http://fy.tingclass.net/w/statue	30000000	13
0 3843.953125 360 187	http://m.hujiang.com/ciku/statue/enword/	30000000	14
0 4036.953125 360 187	https://m.dancihu.com/yinghan/s/statue376000.htm	30000000	15
0 4229.953125 360 187	https://dict.bioon.com/m/detail.asp?id=04c31174044	30000000	16
0 4422.953125 360 187	http://www.godic.net/dicts/de/Statue	30000909	17
0 4615.953125 360 187	https://www.koolearn.com/dict/wd_141971.html	30000000	18

当代爱国主义的鲜明主题是什么	1	19
0 102 360 262	https://m.yebaike.com/24/202008/571414.html	70167201	0
0 370 360 203	http://wenwen.sogou.com/z/q893562376.htm	30000201	1
0 793 360 187	http://www.urux.cn/q-66427.html	30000000	2
0 986 360 189	https://www.zhihu.com/tardis/sogou/art/130443528	30010208	3
0 1181 360 299	https://wapv.sogou.com/v?query=%E5%BD%93%E4%BB%A3%E7%88%B1%E5%9B%BD%E4%B8%BB%E4%B9%89%E7%9A%84%E9%B2%9C%E6%98%8E%E4%B8%BB%E9%A2%98%E6%98%AF%E4%BB%80%E4%B9%88&p=40230600&tab=video&ie=utf8&rawQuery=%E5%BD%93%E4%BB%A3%E7%88%B1%E5%9B%BD%E4%B8%BB%E4%B9%89%E7%9A%84%E9%B2%9C%E6%98%8E%E4%B8%BB%E9%A2%98%E6%98%AF%E4%BB%80%E4%B9%88&vrid=11000404	11000404	4
0 1485.984375 360 187	http://m.cqkylaw.com/ask2021/html/20210409/3298113.html	30000000	5
0 1678.984375 360 187	http://news.12371.cn/2016/05/10/ARTI1462842959356617.shtml	30000000	6
0 1871.984375 360 187	http://www.xinhuanet.com//politics/2016-05/10/c_128972885.htm	30000000	7
0 2064.984375 360 187	http://theory.people.com.cn/n1/2016/0510/c40531-28337041.html	30000000	8
0 2297.984375 360 187	https://m.jiandati.com/q/eQ3XntXs	30000000	9
0 2490.984375 360 187	http://www.zkfoundation.org/q-130388.html	30000000	10
0 2683.984375 360 187	http://m.jlyey.net/ask2021/html/20210525/4626169.html	30000000	11
0 3090.984375 360 187	http://www.nbtiku.cn/show/02965826.html	30000000	12
0 3283.984375 360 187	http://www.hzkanba.com/ask2021/html/20210420/16846165.html	30000000	13
0 3476.984375 360 160	http://www.yuhuangcm.com/html/20210501/10232146.html	30000000	14
0 3642.984375 360 187	http://www.zgjsjypx.com/q-113082.html	30000000	15
0 3835.984375 360 187	http://www.gxbnlssws.com/article-50814.html	30000000	16
0 4028.984375 360 187	http://www.hhcszyjsxx.com/q-86534.html	30000000	17
0 4221.984375 360 187	https://www.521gs.cn/show/13092679.html	30000000	18

辅道是什么意思	1	19
0 102 360 226	https://hanyu.sogou.com/result?query=辅道是什么意思&mzid=70231002&pos=shiyi	70231002	0
0 500 360 160	http://m.vgspc.com/265984.html	30000000	1
0 880 360 497	https://wapv.sogou.com/v?query=%E8%BE%85%E9%81%93%E6%98%AF%E4%BB%80%E4%B9%88%E6%84%8F%E6%80%9D&p=40230600&tab=video&ie=utf8&rawQuery=%E8%BE%85%E9%81%93%E6%98%AF%E4%BB%80%E4%B9%88%E6%84%8F%E6%80%9D&vrid=11000404	11000404	2
0 1383.1875 360 325	https://m.sogou.com/web/sl?channel=zhishi&pid=sogou-waps-2c6037040bf5058a&keyword=%E8%BE%85%E9%81%93%E6%98%AF%E4%BB%80%E4%B9%88%E6%84%8F%E6%80%9D&g_f=11301026	30000202	3
0 1714.1875 360 160	https://m.chetan.com/202103/249525.shtml	30000909	4
0 1880.1875 360 209	http://zhuanlan.zhihu.com/p/80132101	30010208	5
0 2095.1875 360 187	https://news.dayoo.com/guangzhou/202004/13/139995_53282922.htm	30000000	6
0 2288.1875 360 187	https://news.dayoo.com/guangzhou/201907/10/139995_52686433.htm	30000000	7
0 2481.1875 360 160	https://cidian.aies.cn/sm/b/122810/	30000000	8
0 2687.1875 360 187	https://keji.911cha.com/eW50bw==.html	30000000	9
0 2880.1875 360 160	http://www.sfbld.com/qiche/24984.html	30000000	10
0 3046.1875 360 165	http://m.hujiang.com/cidian/fudao_73544/	30000000	11
0 3431.1875 360 138	https://www.264.cn/cidian/id_Qp84PNApd6Bg.html	30000000	12
0 3575.1875 360 187	https://www.koolearn.com/cidian/ci-82544.html	30000000	13
0 3768.1875 360 187	https://cidian.aies.cn/MjI0MzQ1.htm	30000000	14
0 3961.1875 360 165	http://cidian.118cha.com/1346100.html	30000000	15
0 4132.1875 360 187	https://danci.911cha.com/%E8%BE%85%E9%81%93.html	30000000	16
0 4325.1875 360 182	https://m.iask.sina.com.cn/sgh/4PR5YIAwxsoT.html	30000909	17
0 4513.1875 360 160	http://m.linuxdiyf.com/cidian/id_224345.html	30000000	18

一次性饭盒可以放微波炉吗	1	21
0 102 360 309	http://m.leha.com/health/498130?from=sogou	80020034	0
0 417 360 302	https://m.sogou.com/web/searchList.jsp?insite=zhihu.com&pid=sogou-waps-21a38ed2ee0c2c08&query=%E4%B8%80%E6%AC%A1%E6%80%A7%E9%A5%AD%E7%9B%92%E5%8F%AF%E4%BB%A5%E6%94%BE%E5%BE%AE%E6%B3%A2%E7%82%89%E5%90%97	30010244	1
0 725 360 422	https://weixin.sogou.com/weixinwap?ie=utf8&query=%E4%B8%80%E6%AC%A1%E6%80%A7%E9%A5%AD%E7%9B%92%E5%8F%AF%E4%BB%A5%E6%94%BE%E5%BE%AE%E6%B3%A2%E7%82%89%E5%90%97&type=2&sourceid=weixinvr	11002501	2
0 1153 360 284	http://zhinan.sogou.com/guide/detail/?id=316513030951	30010103	3
0 1657.484375 360 209	http://m.sohu.com/n/470218778/	30000909	4
0 1872.484375 360 299	https://wapv.sogou.com/v?query=%E4%B8%80%E6%AC%A1%E6%80%A7%E9%A5%AD%E7%9B%92%E5%8F%AF%E4%BB%A5%E6%94%BE%E5%BE%AE%E6%B3%A2%E7%82%89%E5%90%97&p=40230600&tab=video&ie=utf8&rawQuery=%E4%B8%80%E6%AC%A1%E6%80%A7%E9%A5%AD%E7%9B%92%E5%8F%AF%E4%BB%A5%E6%94%BE%E5%BE%AE%E6%B3%A2%E7%82%89%E5%90%97&vrid=11000404	11000404	5
0 2177.46875 360 209	http://www.5h.com/yl/21342.html	30000909	6
0 2392.46875 360 203	http://wenwen.sogou.com/z/q797537989.htm	30000201	7
0 2601.46875 360 187	https://m.idongde.com/q/E1e93f365736E72B.shtml	30000000	8
0 2794.46875 360 209	https://m.tanmizhi.com/html/12343.html	30000909	9
0 3009.46875 360 209	http://m.bzw315.com/news/435122.html	30000909	10
0 3264.46875 360 187	https://m.bbaqw.com/ly/506.htm	30000909	11
0 3457.46875 360 209	https://m.maigoo.com/goomai/236168.html	30000909	12
0 3672.46875 360 209	https://i.7y7.com/jiaju/71/428371.html	30000909	13
0 4101.46875 360 187	https://www.huangloublog.com/shcs/14588.html	30000000	14
0 4294.46875 360 187	http://m.leha.com/health/498130	30000909	15
0 4487.46875 360 209	https://m.bbaqw.com/cs/21802.htm	30000909	16
0 4702.46875 360 187	https://www.nfysw.com/baike/159603075097980.html	30000000	17
0 4895.46875 360 187	https://m.idongde.com/q/s/C85Aa1Eab6bc7c35.shtml	30000000	18
0 5088.46875 360 187	http://www.360doc.com/content/16/1201/08/34136519_610927633.shtml	30000909	19
0 5281.46875 360 209	https://m.bbaqw.com/cs/45305.htm	30000909	20

连云港是哪个省	1	20
0 102 360 226	http://baike.sogou.com/v109666.htm	70124504	0
0 333.953125 360 186	http://rsj.lyg.gov.cn/	30010048	1
0 525.953125 360 297	http://map.sogou.com/#c=13267125,4084937,9&lq=%E8%BF%9E%E4%BA%91%E6%B8%AF%E5%B8%82&originurltype=PC_VR_City	70247701	2
0 1043.21875 360 397	https://m.sogou.com/web/sl?channel=zhishi&pid=sogou-waps-2c6037040bf5058a&keyword=%E8%BF%9E%E4%BA%91%E6%B8%AF%E6%98%AF%E5%93%AA%E4%B8%AA%E7%9C%81&g_f=11301026	30000202	3
0 1446.21875 360 302	https://weixin.sogou.com/weixinwap?ie=utf8&query=%E8%BF%9E%E4%BA%91%E6%B8%AF%E6%98%AF%E5%93%AA%E4%B8%AA%E7%9C%81&type=2&sourceid=weixinvr	11002501	4
0 1754.21875 360 160	https://www.city.sakai.lg.jp/smph/chinese/visitors/whats/friendshipcities/overseas/lianyungang.html	30000000	5
0 1920.21875 360 233	https://www.zhihu.com/tardis/sogou/ans/391689853	30010173	6
0 2159.21875 360 249	https://wap.sogou.com/web/searchList.jsp?s_from=kmap_recommend&&rcer=FMhF8dDz&kmap_rank=9&keyword=%E7%98%A6%E8%A5%BF%E6%B9%96&innerid=5c5a54fe160cac735242ba36470b1448&entityid=138873&zlfrank=9&htprequery=%E8%BF%9E%E4%BA%91%E6%B8%AF%E6%98%AF%E5%93%AA%E4%B8%AA%E7%9C%81	11003501	7
0 2413.890625 360 160	http://jssdfz.jiangsu.gov.cn/szbook/dqs/jsdmsy/LYG/LYG.HTM	30000000	8
0 2841.84375 360 209	https://3g.163.com/dy/article/FVAVTJQD05458NXD.html?spss=adap_pc	30000909	9
0 3096.84375 360 209	https://3g.163.com/dy/article/FVAVTJQD05458NXD.html?spss=adap_pc	30000909	10
0 3311.84375 360 160	https://www.city.sakai.lg.jp/smph/chinese/visitors/whats/friendshipcities/overseas/lianyungang.html	30000909	11
0 3477.84375 360 187	https://m.sohu.com/a/280608549_389361/?pvid=000115_3w_a	30000000	12
0 3884.84375 360 182	https://m.yebaike.com/22/1343356.html	30000909	13
0 4072.84375 360 160	http://www.thn21.com/hua/jiangshu/8891.html	30000000	14
0 4238.84375 360 160	https://m.tianqi.com/toutiao/wenhua/2902.html	30000000	15
0 4404.84375 360 160	http://www.lyg.gov.cn/zglygzfmhwz/xjbzyhd/content/EACE83A3EAFA41F18571CB037AB15940.html	30000000	16
0 4570.84375 360 257	https://3g.163.com/dy/article/FVBI26UQ0544SV2S.html?spss=adap_pc	30010302	17
0 4833.75 360 257	https://3g.163.com/dy/article/G146B68S0514KM1M.html?spss=adap_pc	30010302	18
0 5096.65625 360 160	http://www.ganyu.gov.cn/gyqzf/index.htm	30000000	19

闲在的近义词是什么	1	20
0 102 360 187	https://cidian.911cha.com/amY3NA==.html	30000000	0
0 509 360 176	http://wenwen.sogou.com/z/q916913159.htm	30000201	1
0 691 360 249	https://wap.sogou.com/web/searchList.jsp?s_from=kmap_recommend&&rcer=znJieBXl&kmap_rank=5&keyword=%E8%BF%91%E4%B9%89%E8%AF%8D%E5%9C%A8%E7%BA%BF%E6%9F%A5%E8%AF%A2&innerid=300000696&zlfrank=5&htprequery=%E9%97%B2%E5%9C%A8%E7%9A%84%E8%BF%91%E4%B9%89%E8%AF%8D%E6%98%AF%E4%BB%80%E4%B9%88	50023801	2
0 946.203125 360 209	https://m.cidianwang.com/jinyici-fanyici/x/xian5165.htm	30000909	3
0 1161.203125 360 140	https://www.zhihu.com/tardis/sogou/ans/1009197886	30010173	4
0 1307.203125 360 187	https://www.zybang.com/question/23af2a39a0f5c95bbe1f2e952e2d91e5.html	30000000	5
0 1500.203125 360 138	https://www.xdyy8.com/tag/xzzjyc.html	30000000	6
0 1644.203125 360 187	https://www.qqlqq.com/cidian/%E9%97%B2%E5%9C%A8.htm	30000000	7
0 1837.203125 360 187	https://www.hao352.com/cidian/ci_ZGo0Yw==.html	30000000	8
0 2030.203125 360 187	https://www.mdkai.com/jdjz/97754.html	30000000	9
0 2223.203125 360 249	https://wap.sogou.com/web/searchList.jsp?s_from=kmap_recommend&&rcer=znJieBXl&kmap_rank=13&keyword=%E5%B0%8F%E5%AD%A6%E7%94%9F%E8%AF%8D%E5%85%B8&innerid=300000693&zlfrank=13&htprequery=%E9%97%B2%E5%9C%A8%E7%9A%84%E8%BF%91%E4%B9%89%E8%AF%8D%E6%98%AF%E4%BB%80%E4%B9%88	50023901	10
0 2518.40625 360 187	https://www.0932mx.com/?id=120596	30000000	11
0 2711.40625 360 160	http://www.mmjjgg.com/tags-9218.html	30000000	12
0 2877.40625 360 160	http://m.iask.sina.com.cn/jxwd/6cXB0dJZocX.html?=1&vt=4	30000000	13
0 3257.40625 360 138	http://m.chazidian.com/jinyici_%E9%97%B2%E5%9C%A8/	30000000	14
0 3615.40625 360 187	http://www.mmjjgg.com/post/9535.html	30000000	15
0 3808.40625 360 187	http://m.hujiang.com/cidian/386726/	30000000	16
0 4001.40625 360 187	https://www.mdkai.com/jdjz/97754.html	30000000	17
0 4194.40625 360 187	http://www.stl56.com/cidian/id_GkbpRBzV9pKg.html	30000000	18
0 4387.40625 360 187	http://www.aisimr.com/news/show/343558/	30000000	19

excel怎么查找内容	1	22
0 102 360 527	https://static.shezhan88.com/d/file/p/2020/04-30/c08fdeec3f0ce4fb42afcd418e3d16f1.jpg	80020021	0
0 634.515625 360 283	http://zhinan.sogou.com/guide/detail/?id=316513414339	30010103	1
0 924.1875 360 497	https://wapv.sogou.com/v?query=excel%E6%80%8E%E4%B9%88%E6%9F%A5%E6%89%BE%E5%86%85%E5%AE%B9&p=40230600&tab=video&ie=utf8&rawQuery=excel%E6%80%8E%E4%B9%88%E6%9F%A5%E6%89%BE%E5%86%85%E5%AE%B9&vrid=11000404	11000404	2
0 1427.375 360 182	http://mp.weixin.qq.com/s?src=11&timestamp=1623761817&ver=3132&signature=OKzyj9ku5ZcYuAi2-eJurTUXygVLl20CF*r5Mmscju9y3aqD1fLTu8x2gUwsY9IYcaDm5-Ue68hryHaDXcrEgh71wMJxn2gsQmzKLUHJEf8wcDcnSLZxay6vRhIg24YL&new=1	11002601	3
0 1829.375 360 284	http://zhinan.sogou.com/guide/detail/?id=316513553990	30010103	4
0 2119.390625 360 257	http://zhinan.sogou.com/guide/detail/?id=316513399983	30010103	5
0 2382.40625 360 398	https://m.sogou.com/web/searchList.jsp?insite=zhihu.com&pid=sogou-waps-21a38ed2ee0c2c08&query=excel%E6%80%8E%E4%B9%88%E6%9F%A5%E6%89%BE%E5%86%85%E5%AE%B9	30010244	6
0 2786.40625 360 296	https://jingyan.baidu.com/article/ce09321b85dcd62bff858fa7.html	30010098	7
0 3088.40625 360 230	https://jingyan.baidu.com/article/335530dac79bd819cb41c388.html	30010098	8
0 3324.40625 360 257	https://jingyan.baidu.com/article/75ab0bcb804de5d6864db2fe.html	30000907	9
0 3587.28125 360 160	https://m.shezhan88.com/video/1016672.html	30000000	10
0 3753.28125 360 249	https://wap.sogou.com/web/searchList.jsp?s_from=kmap_recommend&&rcer=znJieBXl&kmap_rank=12&keyword=%E9%92%89%E9%92%89&innerid=software_70507&zlfrank=12&htprequery=excel%E6%80%8E%E4%B9%88%E6%9F%A5%E6%89%BE%E5%86%85%E5%AE%B9	11003501	11
0 4047.953125 360 187	https://support.microsoft.com/zh-cn/office/%E6%9F%A5%E6%89%BE%E6%88%96%E6%9B%BF%E6%8D%A2%E5%B7%A5%E4%BD%9C%E8%A1%A8%E4%B8%8A%E7%9A%84%E6%96%87%E6%9C%AC%E5%92%8C%E6%95%B0%E5%AD%97-0e304ca5-ecef-4808-b90f-fdb42f892e90	30000000	12
0 4240.953125 360 203	http://wenwen.sogou.com/z/q960156339.htm	30000201	13
0 4449.953125 360 209	http://www.3d66.com/answers/question_289827.html	30000909	14
0 4878.953125 360 257	http://zhinan.sogou.com/guide/detail/?id=316513718794	30010103	15
0 5142.4375 360 257	http://zhinan.sogou.com/guide/detail/?id=316512399528	30010103	16
0 5405.203125 360 284	http://zhinan.sogou.com/guide/detail/?id=316512836680	30010103	17
0 5695.21875 360 257	http://zhinan.sogou.com/guide/detail/?id=316513541014	30010103	18
0 5958.421875 360 257	http://zhinan.sogou.com/guide/detail/?id=316513696030	30010103	19
0 6221.4375 360 284	http://zhinan.sogou.com/guide/detail/?id=316513557660	30010103	20
0 6511.203125 360 257	http://zhinan.sogou.com/guide/detail/?id=316513419008	30010103	21

烟雨入江南是什么歌	1	20
0 102 360 334	http://m.kuwo.cn/?mid=MUSIC_66933948&from=sougou	11009901	0
0 442 360 558	https://wapv.sogou.com/v?query=%E7%83%9F%E9%9B%A8%E5%85%A5%E6%B1%9F%E5%8D%97%E6%98%AF%E4%BB%80%E4%B9%88%E6%AD%8C&p=40230600&tab=video&ie=utf8&rawQuery=%E7%83%9F%E9%9B%A8%E5%85%A5%E6%B1%9F%E5%8D%97%E6%98%AF%E4%BB%80%E4%B9%88%E6%AD%8C&vrid=11000404	11000404	1
0 1006.1875 360 182	https://www.zhihu.com/tardis/sogou/qus/349297758	30010173	2
0 1408.1875 360 187	http://g.nizhidaoma.manmankan.com/article/2019/26304.shtml	30000000	3
0 1601.1875 360 397	https://m.sogou.com/web/sl?channel=zhishi&pid=sogou-waps-2c6037040bf5058a&keyword=%E7%83%9F%E9%9B%A8%E5%85%A5%E6%B1%9F%E5%8D%97%E6%98%AF%E4%BB%80%E4%B9%88%E6%AD%8C&g_f=11301026	30000202	4
0 2070.1875 360 209	https://m.gmz88.com/gonglue/193270.html	30000909	5
0 2285.1875 360 187	http://m.yue365.com/geci/2019/7254.shtml	30000000	6
0 2478.1875 360 209	http://m.6dafu.com/nizhidaoma/article/22842.html	30000909	7
0 2693.1875 360 209	http://m.kugou.com/kgsong/1lfrd5b5.html?from_sogou	30000909	8
0 2908.1875 360 187	http://m.iqiyi.com/v_1ljligb9io8.html	30000000	9
0 3141.1875 360 187	http://m.iqiyi.com/v_19rtznzjbw.html	30000000	10
0 3334.1875 360 209	http://www.kuwo.cn/my/76726778/	30000909	11
0 3549.1875 360 209	https://app.3dmgame.com/gl/150860.html	30000909	12
0 3978.1875 360 209	https://m.kalvin.cn/gl/12456.html	30000909	13
0 4193.1875 360 187	https://www.6949.com/sy/article/207692.html	30000000	14
0 4386.1875 360 187	http://zhishi5.com/zonghezixun/202010/113342.html	30000000	15
0 4579.1875 360 209	http://m.kugou.com/kgsong/ziu79b2.html?from_sogou	30000909	16
0 4794.1875 360 209	http://m.iqiyi.com/v_19rv7vog4g.html	30000909	17
0 5009.1875 360 207	http://m.iqiyi.com/v_19rvr3v7bg.html	30000909	18
0 5221.796875 360 209	http://m.iqiyi.com/v_19rwt5pjhc.html	30000909	19

说什么下课铃 在操场等你 是什么歌	1	20
0 102 360 334	http://music.163.com/m/song?id=1449477949&market=sogounr	11017001	0
0 442 360 209	http://m.8bb.com/shenghuo/78284.html	30000909	1
0 657 360 387	https://wapv.sogou.com/v?query=%E8%AF%B4%E4%BB%80%E4%B9%88%E4%B8%8B%E8%AF%BE%E9%93%83%20%E5%9C%A8%E6%93%8D%E5%9C%BA%E7%AD%89%E4%BD%A0%20%E6%98%AF%E4%BB%80%E4%B9%88%E6%AD%8C&p=40230600&tab=video&ie=utf8&rawQuery=%E8%AF%B4%E4%BB%80%E4%B9%88%E4%B8%8B%E8%AF%BE%E9%93%83%20%E5%9C%A8%E6%93%8D%E5%9C%BA%E7%AD%89%E4%BD%A0%20%E6%98%AF%E4%BB%80%E4%B9%88%E6%AD%8C&vrid=11000404	11000404	2
0 1263.71875 360 209	https://www.zhaodanji.com/article/109633.html	30000909	3
0 1478.71875 360 187	https://www.dd008.com/gl/4001.html	30000000	4
0 1671.71875 360 209	https://m.douxie.cn/gonglve/3032478	30000909	5
0 1886.71875 360 209	http://m.iqiyi.com/v_19ry9zjcyg.html	30000909	6
0 2101.71875 360 203	http://wenwen.sogou.com/z/q437451150.htm	30000201	7
0 2310.71875 360 187	https://m.wangye.cn/news/219629.html	30000000	8
0 2503.71875 360 209	https://m.sxsme.com.cn/gonglue/1185.html	30000909	9
0 2758.71875 360 209	https://compaign.tudou.com/v/XNDY3MTcxNDM2MA==	30000909	10
0 2973.71875 360 209	http://m.18183.com/ioscz/202005/2865528.html	30000909	11
0 3188.71875 360 209	https://m.kuwo.cn/h5app/single/141576935	30000909	12
0 3617.71875 360 187	https://m.yxwoo.com/gl/21229.html	30000000	13
0 3810.71875 360 187	https://m.v.qq.com/play.html?&vid=l0966sd5fho&ptag=v_qq_com%23v.play.adaptor%233	30000000	14
0 4003.71875 360 187	https://www.kugeci.com/song/DsOtbapq	30000000	15
0 4196.71875 360 209	https://music.163.com/m/program?id=2067123921	30000909	16
0 4411.71875 360 209	http://m.iqiyi.com/v_19ry0xnu8g.html	30000909	17
